year,week,h_team,a_team,div_game,line,over,temp,elo_d,appg_d,wins_d,poss_d,otds_d,ryds_d,rypc_d,npyd_d,pypa_d,cpct_d,1dcv_d,3pct_d,sack_d,ints_d,turn_d,peny_d,h_wins,line_w,over_w
2007,1.0,NYJ,NE,1.0,6.5,41.0,84.0,-118.92200000000003,-4.3125,-0.125,-0.539583333333,-0.8125,-14.4375,-0.40617691595,-15.4375,0.0567082464927,0.022797617196,-2.5625,0.0132743362832,0.3125,0.25,-0.125,-23.75,0.0,0.0,1.0
2007,1.0,OAK,DET,0.0,-2.5,39.5,66.0,-37.108999999999924,-8.5625,-0.0625,0.534375,-1.125,19.4708333333,-0.116599875323,-87.5,-1.15978156655,-0.0796476162686,-2.9375,0.0368917576961,0.5625,0.125,0.4375,-5.75,0.0,0.0,1.0
2007,1.0,SEA,TB,0.0,-6.0,41.0,67.0,94.55100000000016,7.75,0.3125,1.375,0.875,25.0,0.20333851567,16.0,0.983816442757,0.0170414719626,4.6875,0.0100949163449,1.0,0.25,0.125,-2.0,1.0,1.0,0.0
2007,1.0,SF,ARI,1.0,-3.0,46.5,64.0,0.0009999999999763531,-1.0,0.125,-0.977083333333,-0.0625,52.125,1.76558668715,-61.0625,-0.690990990991,-0.0119968592446,-3.4375,-0.0470118263068,0.0625,-0.0625,0.125,-7.4375,1.0,0.0,0.0
2007,1.0,WAS,MIA,0.0,-3.0,34.5,82.0,-41.09999999999991,2.9375,-0.0625,0.222916666667,0.5625,33.9375,0.360757437303,-16.25,0.700738020665,0.00429852035857,0.875,-0.00166079312999,-1.375,-0.5625,-0.5,9.375,1.0,0.0,0.0
2007,2.0,ARI,SEA,1.0,2.5,42.5,70.0,-98.1070000000002,-2.15625,-0.625,2.14739583333,-0.15625,-7.28125,-0.315608131144,-33.0,-2.49361049107,-0.09391007263,1.0625,0.0393559074573,-0.9375,0.84375,0.375,25.40625,1.0,1.0,1.0
2007,2.0,BAL,NYJ,0.0,-10.0,33.0,69.0,97.08800000000019,4.15625,0.09375,3.63020833333,-0.5,20.34375,0.510733012896,28.8125,-0.544399142584,-0.0714292994942,1.28125,-0.117913069877,-2.03125,0.9375,2.9375,42.9375,1.0,0.0,0.0
2007,2.0,CAR,HOU,0.0,-6.5,38.5,74.0,75.0930000000003,3.59375,0.0625,1.1875,0.96875,37.6875,0.695540432215,11.6875,-1.34645209645,-0.0708146422432,3.875,-0.193703956862,-1.34375,-0.375,0.0625,14.46875,0.0,0.0,1.0
2007,2.0,CHI,KC,0.0,-12.0,34.5,70.0,53.37699999999995,3.0,0.125,-1.89479166667,0.09375,-3.03125,-0.761318841294,-3.71875,0.355526112077,-0.10036692419,-1.8125,-0.0192136630493,-0.5,-0.1875,0.3125,9.8125,1.0,0.0,0.0
2007,2.0,CLE,CIN,1.0,7.0,41.5,59.0,-185.91699999999992,-14.21875,-0.625,-1.47239583333,-1.125,-13.6875,0.163788871693,-32.21875,-0.879119802411,-0.0908884173418,-1.96875,0.0872607361217,3.0625,1.375,2.0625,4.0625,1.0,1.0,1.0
2007,2.0,DEN,OAK,1.0,-10.0,37.0,87.0,245.4659999999999,1.71875,0.71875,1.13958333333,-0.375,59.28125,0.949128058168,19.84375,0.333083488209,-0.0704466079155,0.8125,-0.112154265747,-2.28125,-0.6875,-1.5,-21.03125,1.0,0.0,1.0
2007,2.0,DET,MIN,1.0,-3.0,42.5,70.0,-43.99200000000019,6.71875,-0.09375,-2.13072916667,1.65625,-34.6416666667,-0.0755041197766,82.28125,0.850611970301,0.0970644338532,3.5625,0.0620244073373,1.625,0.5625,0.71875,1.125,1.0,0.0,0.0
2007,2.0,JAX,ATL,0.0,-10.0,34.5,88.0,102.65300000000002,5.96875,0.03125,-3.85625,0.8125,-22.9375,0.231705756889,29.96875,0.497560581235,-0.0446623117167,-1.8125,-0.0253595866499,-2.03125,-1.03125,-0.40625,0.40625,1.0,0.0,0.0
2007,2.0,LAR,SF,1.0,-3.0,44.0,70.0,-1.5300000000002,-1.34375,-0.46875,1.375,-0.21875,-19.46875,-0.632299600331,69.90625,0.35673807448,0.043899458214,2.78125,0.108438133109,-0.59375,-0.25,0.0625,25.4375,0.0,0.0,0.0
2007,2.0,MIA,DAL,0.0,3.5,40.5,89.0,-32.93900000000008,-21.15625,-0.59375,0.793229166667,-3.25,-46.21875,-0.68666835315,-81.65625,-5.29846902184,-0.0136945354649,-3.71875,-0.174749369871,0.625,-0.5625,-0.65625,-1.6875,0.0,0.0,1.0
2007,2.0,NE,LAC,0.0,-3.5,46.0,55.0,-1.2580000000002656,8.65625,-0.0625,-1.97864583333,0.65625,9.46875,0.244963599146,59.8125,1.81432432882,0.0348401414075,4.78125,0.0944661549027,-1.46875,-0.40625,-0.625,2.65625,1.0,1.0,1.0
2007,2.0,NYG,GB,0.0,-2.5,39.0,64.0,-35.18599999999992,11.1875,-0.5,1.51927083333,2.34375,54.40625,1.90523707219,49.46875,1.1414177972,0.0657210592679,6.09375,0.0771551724138,-1.46875,0.0,-0.65625,11.0,0.0,0.0,1.0
2007,2.0,PHI,WAS,1.0,-7.0,38.5,62.0,68.13499999999999,1.34375,-0.34375,-2.25729166667,0.375,-51.25,-0.430015328898,19.625,-1.91395330134,-0.0530559201437,-2.46875,-0.0044552534575,-0.21875,-0.53125,0.71875,6.875,0.0,0.0,0.0
2007,2.0,PIT,BUF,0.0,-10.0,39.0,59.0,81.64400000000023,11.65625,0.53125,6.440625,1.84375,60.75,0.574583128314,75.1875,1.49998140978,-0.0850894818059,4.90625,0.125512973577,-0.4375,-0.21875,0.25,1.9375,1.0,1.0,0.0
2007,2.0,TB,NO,1.0,4.0,41.5,88.0,-97.94299999999998,-8.3125,-0.1875,-2.81510416667,-0.8125,-15.4375,-0.062504910927,-49.78125,-0.144166833802,-0.0629369106266,-5.40625,-0.0611028611029,2.3125,-0.84375,-0.21875,12.71875,1.0,1.0,1.0
2007,2.0,TEN,IND,1.0,7.0,46.0,67.0,-154.9960000000001,-17.21875,-0.125,3.26145833333,-2.125,73.125,0.403472251913,-163.5,-3.50654553195,-0.0666031405594,-2.59375,-0.0491522107734,1.4375,0.8125,0.71875,2.15625,0.0,1.0,0.0
2007,3.0,ATL,CAR,1.0,4.0,38.5,70.0,-90.202,-12.2083333333,-0.354166666667,-0.324652777778,-1.58333333333,2.0,-0.100606586,-68.9375,0.373548491181,-0.02525595533,-2.47916666667,0.058763750869,3.64583333333,0.291666666667,-1.14583333333,-5.89583333333,0.0,0.0,1.0
2007,3.0,BAL,ARI,0.0,-7.0,35.5,75.0,151.88999999999987,0.8125,0.166666666667,-0.123263888889,-0.270833333333,-16.4375,-0.439139579691,-7.0625,-0.447346910706,0.0402165819737,-1.33333333333,-0.0937338894299,-0.0416666666667,-0.395833333333,0.854166666667,18.7708333333,1.0,0.0,1.0
2007,3.0,CHI,DAL,0.0,-3.0,41.5,79.0,33.240999999999985,-19.625,-0.25,-2.98020833333,-3.1875,-40.7083333333,-0.955479945999,-100.895833333,-3.70394405863,-0.0205980950618,-4.41666666667,-0.172980136395,1.08333333333,0.6875,1.79166666667,-21.3333333333,0.0,0.0,1.0
2007,3.0,DEN,JAX,0.0,-3.0,36.0,75.0,34.18199999999979,3.91666666667,0.354166666667,4.24166666667,0.166666666667,46.5625,0.609411156132,35.2708333333,-0.665894433713,0.00250357199173,6.16666666667,0.0137525753032,-1.3125,1.08333333333,0.8125,-30.5833333333,0.0,0.0,1.0
2007,3.0,GB,LAC,0.0,5.5,42.5,73.0,-90.71399999999994,3.6875,0.208333333333,0.153472222222,-0.270833333333,-19.0625,-0.0837220703146,50.7708333333,-0.353716006456,-0.033876887916,0.25,0.00143502129832,-0.416666666667,-0.145833333333,-0.291666666667,-1.125,1.0,1.0,1.0
2007,3.0,HOU,IND,1.0,6.5,46.5,70.0,-171.058,-6.33333333333,-0.125,3.14583333333,-1.10416666667,-7.27083333333,-0.873153557582,-83.5416666667,-0.0948989815238,0.0696577418301,-5.625,0.0395057012704,0.583333333333,0.0833333333333,0.458333333333,4.5625,0.0,1.0,1.0
2007,3.0,KC,MIN,0.0,-3.0,34.0,83.0,41.98500000000013,-8.3125,-0.270833333333,-1.65972222222,-0.125,-33.2708333333,-0.554573078567,-0.895833333333,0.302976682216,0.0897627881505,-0.875,-0.038876637997,1.625,-0.833333333333,-0.125,-17.125,1.0,0.0,0.0
2007,3.0,NE,BUF,1.0,-16.5,41.0,74.0,193.9079999999999,21.4375,0.770833333333,7.02777777778,2.6875,30.0208333333,-0.190593544702,136.520833333,2.8537843799,0.107428437533,12.0,0.164173285271,-1.70833333333,-0.0416666666667,0.291666666667,2.47916666667,1.0,1.0,1.0
2007,3.0,NO,TEN,0.0,-4.5,46.5,70.0,-37.29299999999989,-1.14583333333,-0.291666666667,0.744444444444,0.0416666666667,-82.1041666667,-1.0024318597,103.395833333,0.424026884155,0.0562938828727,0.104166666667,-0.0112222917101,-0.791666666667,0.541666666667,0.270833333333,-8.95833333333,0.0,0.0,0.0
2007,3.0,NYJ,MIA,1.0,-3.0,36.5,72.0,31.440000000000055,-0.833333333333,0.0833333333333,0.430555555556,0.1875,2.02083333333,-0.371096095679,-28.7916666667,0.473799051623,0.0156890535204,-0.833333333333,0.0207910738884,1.52083333333,-0.729166666667,-1.33333333333,-34.1041666667,1.0,0.0,1.0
2007,3.0,OAK,CLE,0.0,-3.0,41.5,67.0,-84.66300000000001,-7.125,-0.375,3.28090277778,-1.20833333333,10.5,-0.142475782409,-65.625,-1.3327647182,0.0301929719126,-0.479166666667,-0.0084307036889,0.708333333333,0.645833333333,0.0833333333333,11.3333333333,1.0,0.0,1.0
2007,3.0,PHI,DET,0.0,-5.0,44.0,76.0,66.55999999999995,-8.39583333333,-0.520833333333,0.876041666667,-1.375,33.8444444444,0.746500424359,-72.7708333333,-1.13064428091,-0.114056655702,-5.875,0.00665017243965,-1.39583333333,-1.60416666667,-1.64583333333,4.91666666667,1.0,1.0,1.0
2007,3.0,PIT,SF,0.0,-9.5,38.0,72.0,150.16000000000008,8.8125,0.0208333333333,6.85034722222,0.895833333333,65.9166666667,0.802853505113,87.1666666667,1.27675132147,0.00872862885258,7.41666666667,0.234189765343,-1.39583333333,0.479166666667,-0.229166666667,-6.64583333333,1.0,1.0,1.0
2007,3.0,SEA,CIN,0.0,-3.0,49.5,54.0,-21.782000000000153,-11.4583333333,0.0208333333333,0.175694444444,-1.5,16.4583333333,0.0520043622406,-47.2291666667,0.592918365157,-0.0068273537639,-3.6875,-0.00767790459955,0.604166666667,-0.479166666667,-0.791666666667,0.979166666667,1.0,0.0,0.0
2007,3.0,TB,LAR,0.0,-3.5,38.5,86.0,-5.133000000000038,-0.583333333333,0.25,-1.38645833333,0.3125,7.45833333333,-0.0422338484434,-42.9166666667,2.43178139584,0.0291892505676,-4.97916666667,0.00418031668032,-1.0,0.208333333333,-0.708333333333,-27.75,1.0,1.0,0.0
2007,3.0,WAS,NYG,1.0,-3.5,42.5,82.0,53.21099999999956,-5.0,0.604166666667,2.60069444444,-0.791666666667,35.5833333333,-1.04314855682,-43.6458333333,1.65961324942,-0.00949509631552,-1.52083333333,0.0372546349258,-0.125,0.166666666667,-0.229166666667,-7.45833333333,0.0,0.0,0.0
2007,4.0,ARI,PIT,0.0,5.0,42.5,70.0,-183.40600000000018,-9.109375,-0.546875,-3.91015625,-0.65625,-70.46875,-1.01893749642,39.390625,-0.779151396102,-0.0183742992407,-1.203125,-0.121581675123,-0.71875,0.40625,0.140625,36.09375,1.0,1.0,0.0
2007,4.0,ATL,HOU,0.0,2.5,39.5,70.0,-99.05600000000027,-11.609375,-0.484375,-2.00390625,-0.703125,19.84375,0.97172618132,3.390625,-0.229763550076,-0.0966956607582,0.828125,-0.0235583860584,2.3125,-0.21875,-0.328125,31.5625,1.0,1.0,1.0
2007,4.0,BUF,NYJ,1.0,3.0,37.0,70.0,-6.370000000000118,-8.75,-0.296875,-3.3859375,-1.0625,10.59375,0.937419159391,-67.03125,-0.845228603797,-0.0254646393844,-6.359375,-0.130989146315,-0.296875,-0.03125,0.3125,18.328125,1.0,1.0,0.0
2007,4.0,CAR,TB,1.0,-3.0,39.5,78.0,61.96200000000022,4.421875,0.0625,2.10911458333,0.59375,19.125,0.313851244257,19.03125,-1.3440929208,0.0148212120823,3.890625,-0.0183145061435,-0.015625,0.234375,0.421875,17.1875,0.0,0.0,0.0
2007,4.0,CIN,NE,0.0,7.5,54.0,72.0,-175.81000000000017,-5.4375,-0.5625,-3.46614583333,-0.796875,-50.0625,-0.630011359692,15.515625,-1.83326451088,-0.11642979746,-2.765625,-0.0529526690197,0.359375,0.765625,1.453125,2.765625,0.0,0.0,0.0
2007,4.0,CLE,BAL,1.0,4.5,40.0,77.0,-211.11899999999991,2.203125,-0.390625,-7.06588541667,1.09375,-3.21875,0.784739523144,12.359375,0.886060883986,-0.107211137193,-2.25,-0.00446759462459,0.828125,0.921875,0.546875,-19.484375,1.0,1.0,0.0
2007,4.0,DAL,LAR,0.0,-13.0,47.0,85.0,169.83999999999992,21.90625,0.765625,1.89635416667,2.90625,43.546875,1.03946058898,53.03125,3.37554825148,-0.0101831124746,1.8125,0.0490611309971,-0.9375,-0.046875,-1.0625,28.421875,1.0,1.0,0.0
2007,4.0,DET,CHI,1.0,2.5,46.0,70.0,-122.74000000000001,9.09375,0.09375,1.46015625,1.625,-25.8520833333,0.371584773155,162.921875,2.04452213384,0.12910946126,6.09375,0.0232830765726,2.34375,0.0,-0.203125,6.0,1.0,1.0,1.0
2007,4.0,IND,DEN,0.0,-10.0,46.5,70.0,151.20800000000008,11.9375,0.296875,-1.27109375,1.25,-21.59375,-0.151195814185,43.828125,0.535240694245,0.0149974899662,1.671875,0.0516141522728,-0.5,-0.890625,-1.171875,4.5,1.0,1.0,1.0
2007,4.0,LAC,KC,1.0,-12.0,38.5,76.0,111.95799999999986,9.015625,0.078125,1.77734375,1.578125,9.296875,-0.164380715078,20.84375,0.417195261312,0.00961171953365,4.421875,0.0822687423285,-0.203125,0.203125,-0.421875,4.34375,0.0,0.0,1.0
2007,4.0,MIA,OAK,0.0,-3.5,40.0,82.0,106.64699999999993,-0.0625,-0.1875,-3.60364583333,0.171875,-57.34375,-0.717545591234,75.046875,0.277974559847,0.0301462019976,3.59375,-0.0492687671343,-1.484375,-0.078125,-0.578125,-1.15625,0.0,0.0,1.0
2007,4.0,MIN,GB,1.0,1.0,38.0,70.0,-126.96499999999992,-8.046875,-0.53125,-0.330989583333,-1.53125,55.953125,1.14431450447,-93.25,-0.623106285373,-0.0713058381961,-1.703125,-0.0875208631378,0.296875,0.78125,0.984375,13.34375,0.0,0.0,1.0
2007,4.0,NYG,PHI,1.0,2.5,47.0,67.0,-49.88700000000017,-2.921875,-0.03125,-0.671875,-0.34375,-16.3125,0.0851587433864,-17.828125,-1.8427074019,-0.036683339842,0.125,0.0919949838677,-0.546875,0.890625,0.3125,-0.34375,1.0,1.0,0.0
2007,4.0,SF,SEA,1.0,1.0,40.5,65.0,-76.88400000000001,-3.328125,-0.03125,-0.858072916667,-0.59375,-9.359375,0.203570391589,-86.515625,-1.59540449198,-0.0857331718197,-4.328125,-0.0696391054121,0.796875,-0.34375,-0.03125,-0.40625,0.0,0.0,0.0
2007,5.0,BUF,DAL,0.0,11.0,45.0,73.0,-106.48000000000002,-23.5625,-0.625,-4.96645833333,-3.0375,-44.8,-0.816632171344,-145.7625,-3.49489383733,0.0425316628003,-8.275,-0.0951834536342,0.925,-0.0875,0.1875,-24.475,0.0,1.0,1.0
2007,5.0,DEN,LAC,1.0,1.0,43.5,54.0,-42.659999999999854,-1.3625,0.1375,-0.458958333333,-0.5,52.075,1.09918075703,10.6125,1.03049155892,-0.0105346860006,0.55,0.0672154765477,-0.7625,-0.0875,-0.2125,-14.5125,0.0,0.0,1.0
2007,5.0,GB,CHI,1.0,-3.5,40.5,79.0,80.0630000000001,7.425,0.5375,2.39520833333,1.2625,-25.9875,-0.403948699312,107.025,1.083400052,0.086532333201,1.6125,0.109596514597,-1.4125,-1.45,-1.8375,-12.325,0.0,0.0,1.0
2007,5.0,HOU,MIA,0.0,-5.5,43.5,70.0,77.08400000000006,3.2875,0.4,2.649375,-0.15,-4.85,-1.04946693692,-0.5625,1.11410406854,0.131916780886,-2.5875,0.101931401931,-0.175,-0.875,-0.4,-6.35,1.0,0.0,0.0
2007,5.0,IND,TB,0.0,-9.0,45.0,70.0,204.04999999999995,12.7,0.3,0.508125,1.35,5.9875,0.408416892866,78.475,0.00459929797023,0.0574353716982,5.7375,0.114511172452,-0.825,0.0875,-0.5625,4.225,1.0,1.0,1.0
2007,5.0,KC,JAX,0.0,2.0,35.0,78.0,-22.19199999999978,-1.959375,-0.1125,-2.43833333333,-0.3875,-42.815625,-0.673038940237,10.06875,-0.783921140429,0.0173748303352,-1.853125,-0.065327382148,-0.45625,0.93125,1.015625,-5.14375,0.0,0.0,0.0
2007,5.0,LAR,ARI,1.0,3.5,41.0,70.0,-64.44700000000012,-8.3375,-0.3625,0.457916666667,-1.1,-15.1625,-0.564709501119,-34.25,-0.727338696241,-0.011213984505,-1.575,-0.0745985405891,1.575,0.0875,0.45,-5.7125,0.0,1.0,1.0
2007,5.0,NE,CLE,0.0,-15.5,48.0,56.0,286.3770000000002,9.6375,0.5,8.201875,1.2875,41.725,-0.0229957043945,39.875,0.861621209002,0.213710070633,9.0,0.0748016081109,-1.1125,-0.9625,-1.1875,-12.4375,1.0,1.0,1.0
2007,5.0,NO,CAR,1.0,-4.0,44.0,70.0,-47.00400000000013,-3.821875,-0.34375,1.74234375,-0.60625,-38.671875,-0.894632755313,39.609375,-0.673171591359,0.0434158313018,0.43125,0.10589733366,-0.840625,1.340625,1.121875,-26.471875,0.0,0.0,0.0
2007,5.0,NYG,NYJ,0.0,-4.0,40.5,81.0,19.56600000000003,3.6875,0.175,0.7425,0.275,18.625,1.28046260725,16.6125,-0.464096323041,-0.0956491439602,0.1875,-0.0551537564087,-1.1125,0.225,0.6375,11.2125,1.0,1.0,1.0
2007,5.0,PIT,SEA,0.0,-5.0,41.5,80.0,40.146000000000186,5.025,-0.0125,3.16375,0.2625,51.6625,1.1493249211,-42.1125,-0.335808514983,-0.067992217287,1.3875,0.142645712131,0.2,0.0125,0.0375,7.6875,1.0,1.0,0.0
2007,5.0,SF,BAL,0.0,3.0,34.5,63.0,-143.91499999999996,-5.2875,-0.075,-6.658125,-0.05,-10.1125,0.230567119212,-105.175,-0.64950412378,-0.13658983281,-7.6875,-0.175103423545,2.0375,0.025,-0.2875,-26.95,0.0,1.0,0.0
2007,5.0,TEN,ATL,0.0,-7.5,41.0,84.0,117.29100000000017,6.2125,0.3375,1.46880208333,0.5625,56.30625,0.382090376957,-62.575,-1.59960187514,-0.0603502312421,1.290625,-0.0121155267497,-2.084375,0.209375,0.60625,-16.715625,1.0,0.0,0.0
2007,5.0,WAS,DET,0.0,-4.0,44.5,88.0,26.027000000000044,-8.565625,-0.059375,1.55833333333,-1.025,60.6816666667,0.213972499439,-102.153125,-0.888733312498,-0.148405920939,-3.815625,0.113808060184,-3.640625,-0.56875,-1.621875,-5.915625,1.0,1.0,0.0
2007,6.0,ARI,CAR,0.0,-6.0,38.5,70.0,-17.809000000000196,3.79166666667,-0.03125,1.14722222222,-0.135416666667,-15.34375,-0.199526227004,51.1458333333,-0.191890520201,-0.022800062329,2.375,0.0397966179247,-0.802083333333,0.333333333333,0.03125,8.67708333333,0.0,0.0,0.0
2007,6.0,ATL,NYG,0.0,5.5,44.0,70.0,-102.35400000000027,-9.65625,-0.34375,-0.242708333333,-1.41666666667,-13.0104166667,-0.478894803138,-20.4895833333,0.479892493216,0.0725299361681,-3.17708333333,-0.00639211522832,2.22916666667,-0.364583333333,-0.583333333333,18.2916666667,0.0,0.0,0.0
2007,6.0,BAL,LAR,0.0,-9.0,36.5,68.0,179.9920000000002,2.85416666667,0.552083333333,4.71788194444,-0.0520833333333,16.25,0.211960980504,25.5104166667,0.0603082792555,0.0818774881554,1.97916666667,0.0681550060009,-1.5,-0.604166666667,-0.447916666667,4.14583333333,1.0,1.0,0.0
2007,6.0,CHI,MIN,1.0,-4.5,35.5,55.0,111.26600000000008,2.02291666667,0.19375,-1.49805555556,0.45,-41.9375,-1.67944972375,-4.96041666667,0.0767769006516,0.0128087797111,-0.441666666667,-0.0264327859392,0.15625,0.445833333333,0.675,-1.03958333333,0.0,0.0,1.0
2007,6.0,CLE,MIA,0.0,-4.0,45.0,58.0,43.82100000000014,4.60416666667,0.3125,-1.44079861111,0.822916666667,2.14583333333,-0.242740720895,15.1145833333,1.20087208646,-0.051279908517,-1.82291666667,0.0173552081447,0.46875,0.229166666667,0.677083333333,-3.89583333333,1.0,1.0,1.0
2007,6.0,DAL,NE,0.0,5.0,53.0,85.0,-119.16399999999999,-0.583333333333,-0.03125,-2.49739583333,0.0208333333333,-15.1770833333,0.152518259986,20.875,0.55720176201,-0.133120105629,-2.4375,0.0495056293324,0.583333333333,1.09375,1.03125,20.3229166667,0.0,0.0,1.0
2007,6.0,GB,WAS,0.0,-3.0,40.5,46.0,63.60699999999974,2.73125,0.0875,-0.961631944444,0.447916666667,-58.24375,-0.496237484776,78.79375,-0.635861624953,0.0601463486074,-0.0520833333333,0.0148803881742,0.5125,0.129166666667,0.797916666667,4.87291666667,1.0,0.0,0.0
2007,6.0,JAX,HOU,1.0,-7.0,37.5,81.0,119.64700000000016,-4.87708333333,0.1375,2.50059027778,0.0854166666667,48.7104166667,0.940363177729,-41.1125,0.00275814706612,-0.0485638802827,0.591666666667,-0.0268101313263,1.39375,-0.627083333333,-0.872916666667,-2.63541666667,1.0,1.0,1.0
2007,6.0,KC,CIN,0.0,2.5,44.0,68.0,16.067999999999756,-11.9145833333,0.127083333333,-0.138680555556,-1.52708333333,-9.97291666667,-0.527363886594,-61.7958333333,-0.154216319456,0.0135572249896,-6.08333333333,0.00923481902704,1.14375,-0.2375,-0.5625,-5.88541666667,1.0,1.0,1.0
2007,6.0,LAC,OAK,1.0,-9.5,44.0,73.0,233.42000000000007,0.791666666667,0.0541666666667,-1.31447916667,0.233333333333,-56.0333333333,-0.906618450059,63.1958333333,1.45444314227,0.112651584384,1.47291666667,-0.0343846611088,-1.10833333333,-0.20625,-0.552083333333,-1.84791666667,1.0,1.0,0.0
2007,6.0,NYJ,PHI,0.0,4.5,43.5,62.0,-37.52799999999979,-2.48333333333,-0.0541666666667,-1.95770833333,-0.516666666667,-43.3291666667,-1.75954468597,-16.64375,-0.91874247602,0.0632875646759,-0.589583333333,0.140562762506,-1.79583333333,1.02083333333,-0.0729166666667,-31.0541666667,0.0,0.0,0.0
2007,6.0,SEA,NO,0.0,-6.5,43.0,68.0,108.75099999999998,2.62708333333,0.46875,-3.41659722222,0.279166666667,8.41875,0.129170567781,-20.675,1.41179245466,-0.0146991470192,-3.30833333333,-0.135471387273,1.08958333333,-1.06666666667,-1.33333333333,-1.17083333333,0.0,0.0,1.0
2007,6.0,TB,TEN,0.0,-2.5,37.0,81.0,-59.153999999999996,-2.81875,-0.158333333333,-3.40354166667,0.291666666667,-40.24375,-0.408412200805,32.2625,2.08733957097,0.0306552460291,-2.96041666667,-0.0510630518557,0.147916666667,-0.883333333333,-1.15833333333,-15.1791666667,1.0,1.0,0.0
2007,7.0,BUF,BAL,0.0,3.0,33.5,66.0,-94.29700000000003,-4.375,-0.427083333333,-5.77152777778,-0.0416666666667,-9.16666666667,0.0024552368591,-87.34375,0.22819678693,0.0100180087213,-6.0625,-0.0663967474335,1.32291666667,0.145833333333,-0.53125,-15.9479166667,1.0,1.0,0.0
2007,7.0,CIN,NYJ,0.0,-6.0,48.5,77.0,50.90800000000013,7.38541666667,0.0833333333333,-0.210069444444,1.10416666667,-5.03125,0.436554115261,88.09375,0.806755724079,-0.00960159709251,3.42708333333,-0.196753163917,-0.625,0.135416666667,1.25,22.46875,1.0,1.0,1.0
2007,7.0,DAL,MIN,0.0,-9.5,46.5,88.0,132.48199999999997,14.0625,0.4375,0.0392361111111,2.07291666667,-29.9583333333,-0.406608280711,101.135416667,2.76190488837,0.0733810145267,3.83333333333,0.128093468088,-1.28125,0.291666666667,0.0,19.09375,1.0,1.0,0.0
2007,7.0,DEN,PIT,0.0,4.5,38.5,37.0,-125.73800000000028,-9.85416666667,-0.322916666667,-4.59479166667,-1.07291666667,-21.8333333333,-0.159137358201,24.9375,-0.321027221742,0.0114670492842,0.0625,-0.0349208923453,-1.02083333333,0.447916666667,0.927083333333,-10.0520833333,1.0,1.0,1.0
2007,7.0,DET,TB,0.0,-2.5,44.0,70.0,-88.50900000000001,4.67708333333,-0.135416666667,1.35607638889,0.3125,-25.5888888889,0.411649233839,63.125,-0.844436973497,0.014198222152,3.6875,-0.116353943328,4.15625,1.39583333333,1.73958333333,23.9479166667,1.0,1.0,0.0
2007,7.0,HOU,TEN,1.0,-2.0,38.0,70.0,-74.52199999999993,3.125,-0.0833333333333,-1.7953125,-0.125,-59.5625,-0.829265331505,99.7916666667,2.26251978306,0.0972168388944,-1.21875,-0.0324706289645,0.03125,-0.364583333333,-0.4375,7.63541666667,0.0,0.0,1.0
2007,7.0,JAX,IND,1.0,3.0,45.5,77.0,-103.23000000000002,-11.25,-0.208333333333,1.1265625,-1.41666666667,18.78125,0.696922603232,-65.1875,-0.251227550133,-0.0333129683346,-4.69791666667,-0.0940635002779,2.15625,-0.28125,0.541666666667,14.125,0.0,0.0,0.0
2007,7.0,MIA,NE,1.0,15.5,49.5,85.0,-383.2669999999998,-17.0,-1.0,-7.38611111111,-2.16666666667,-37.1666666667,0.556537878112,-69.0,-2.25570127707,-0.150674708287,-6.0,-0.0784045203163,0.666666666667,1.33333333333,1.16666666667,20.5,0.0,0.0,1.0
2007,7.0,NO,ATL,1.0,-7.5,42.0,70.0,78.644,4.30208333333,0.104166666667,3.14809027778,0.8125,-0.322916666667,-0.879821016034,41.40625,-0.776287944389,0.0219415950181,4.4375,0.0825498575499,-2.76041666667,0.802083333333,1.23958333333,-26.1145833333,1.0,0.0,0.0
2007,7.0,NYG,SF,0.0,-9.5,39.0,69.0,131.46399999999994,12.0625,0.260416666667,6.06371527778,1.54166666667,34.5416666667,0.534322045392,104.697916667,0.973829943485,0.0522000739233,9.13541666667,0.174279120003,-2.20833333333,0.5,0.333333333333,0.8125,1.0,1.0,1.0
2007,7.0,OAK,KC,1.0,-1.5,38.0,68.0,-163.88300000000004,6.08333333333,-0.145833333333,3.05347222222,0.791666666667,77.65625,1.36270349547,-57.9583333333,-0.67582573406,-0.0980135420212,2.69791666667,0.0998723367827,0.25,0.416666666667,0.479166666667,6.98958333333,0.0,0.0,0.0
2007,7.0,PHI,CHI,0.0,-5.5,43.0,75.0,4.3940000000000055,1.14583333333,0.104166666667,3.03298611111,0.458333333333,47.1666666667,1.72526263569,22.40625,1.05273886793,0.0301636666672,2.08333333333,0.0736932171143,0.958333333333,-1.57291666667,-1.75,7.07291666667,0.0,0.0,0.0
2007,7.0,SEA,LAR,1.0,-7.5,39.5,52.0,113.50700000000029,5.16666666667,0.5,-1.38055555556,1.0,3.83333333333,0.0721446764584,43.5,1.82899553033,0.073759235318,0.0,-0.0211498060763,-0.333333333333,-1.16666666667,-1.66666666667,-34.8333333333,1.0,1.0,0.0
2007,7.0,WAS,ARI,0.0,-8.0,36.0,75.0,31.727999999999838,-1.30208333333,0.0520833333333,2.22152777778,0.166666666667,19.25,-0.245167699469,-19.3020833333,0.768763933689,0.0275187336445,0.239583333333,-0.0252284675567,0.364583333333,-0.5625,-0.65625,-21.8854166667,1.0,0.0,1.0
